site_id,tile,tile_number,split,split_index,site_index,quadrant,tx_x_m,tx_y_m,tx_row_px,tx_col_px,tx_height_m,effective_power_db,azimuth_0_deg,azimuth_1_deg,azimuth_2_deg,azimuth_3_deg,sample_path
tile_000005_site00,tile_000005,5,train,3,0,southwest,222.100386663,170.751739626,84.812065093,55.025096666,26.000000,45.100109405,123,219,276,343,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000005_site00.npz
tile_000005_site01,tile_000005,5,train,3,1,southeast,270.238341444,114.439092715,98.890226821,67.059585361,26.000000,46.918385690,7,57,70,218,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000005_site01.npz
tile_000005_site02,tile_000005,5,train,3,2,northwest,226.613833822,265.785992309,61.053501923,56.153458455,26.000000,44.421872757,5,73,135,194,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000005_site02.npz
tile_000005_site03,tile_000005,5,train,3,3,northeast,283.964051851,340.662608513,42.334347872,70.491012963,26.000000,52.374123804,87,286,293,332,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000005_site03.npz
tile_000006_site00,tile_000006,6,train,4,0,southwest,243.505782436,229.030879922,70.242280019,60.376445609,26.000000,48.477542777,6,57,290,306,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000006_site00.npz
tile_000006_site01,tile_000006,6,train,4,1,southeast,397.109650664,141.227729180,92.193067705,98.777412666,26.000000,41.797408849,29,58,87,110,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000006_site01.npz
tile_000006_site02,tile_000006,6,train,4,2,northwest,143.546072554,367.710058256,35.572485436,35.386518139,26.000000,51.260214603,104,143,175,310,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000006_site02.npz
tile_000006_site03,tile_000006,6,train,4,3,northeast,282.047429828,288.618051344,55.345487164,70.011857457,26.000000,55.106756363,1,272,278,359,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000006_site03.npz
tile_000007_site00,tile_000007,7,train,5,0,southwest,121.515328934,178.854908631,82.786272842,29.878832234,26.000000,37.246505947,20,122,222,327,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000007_site00.npz
tile_000007_site01,tile_000007,7,train,5,1,southeast,382.612270192,168.134201396,85.466449651,95.153067548,26.000000,64.099480360,80,181,191,346,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000007_site01.npz
tile_000007_site02,tile_000007,7,train,5,2,northwest,214.972669195,406.977505450,25.755623638,53.243167299,26.000000,65.611500478,106,130,193,344,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000007_site02.npz
tile_000007_site03,tile_000007,7,train,5,3,northeast,349.654524350,352.008840590,39.497789853,86.913631087,26.000000,41.652319445,7,87,143,144,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000007_site03.npz
tile_000008_site00,tile_000008,8,train,6,0,southwest,187.060944464,175.500485217,83.624878696,46.265236116,47.000000,51.969751768,43,150,244,306,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000008_site00.npz
tile_000008_site01,tile_000008,8,train,6,1,southeast,365.819208884,105.291471433,101.177132142,90.954802221,47.000000,49.006247736,48,55,183,220,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000008_site01.npz
tile_000008_site02,tile_000008,8,train,6,2,northwest,118.811371787,372.045509544,34.488622614,29.202842947,47.000000,44.313900474,2,88,158,257,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000008_site02.npz
tile_000008_site03,tile_000008,8,train,6,3,northeast,360.907064055,256.915811531,63.271047117,89.726766014,47.000000,53.915235977,190,321,338,354,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000008_site03.npz
tile_000012_site00,tile_000012,12,train,7,0,southwest,212.907640022,85.999532762,106.000116809,52.726910006,32.000000,40.418526219,34,314,316,342,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000012_site00.npz
tile_000012_site01,tile_000012,12,train,7,1,southeast,320.886539451,243.486216824,66.628445794,79.721634863,32.000000,48.007777190,91,128,180,283,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000012_site01.npz
tile_000012_site02,tile_000012,12,train,7,2,northwest,251.557982201,343.642229237,41.589442691,62.389495550,32.000000,52.636839974,116,171,258,337,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000012_site02.npz
tile_000012_site03,tile_000012,12,train,7,3,northeast,355.498690113,365.138386012,36.215403497,88.374672528,32.000000,51.405453212,58,236,287,317,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000012_site03.npz
tile_000013_site00,tile_000013,13,train,8,0,southwest,183.125601438,86.287096515,105.928225871,45.281400360,26.000000,57.360038904,226,245,268,301,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000013_site00.npz
tile_000013_site01,tile_000013,13,train,8,1,southeast,267.102266430,109.189067535,100.202733116,66.275566608,26.000000,66.179730877,7,99,102,145,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000013_site01.npz
tile_000013_site02,tile_000013,13,train,8,2,northwest,165.814811841,297.163119689,53.209220078,40.953702960,26.000000,59.809437941,185,191,286,288,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000013_site02.npz
tile_000013_site03,tile_000013,13,train,8,3,northeast,391.595046523,292.635304472,54.341173882,97.398761631,26.000000,65.005493352,0,2,71,274,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000013_site03.npz
tile_000015_site00,tile_000015,15,train,9,0,southwest,196.466750163,156.802189448,88.299452638,48.616687541,26.000000,51.639339818,6,306,333,342,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000015_site00.npz
tile_000015_site01,tile_000015,15,train,9,1,southeast,275.181050011,89.798565977,105.050358506,68.295262503,26.000000,57.152605384,189,222,233,247,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000015_site01.npz
tile_000015_site02,tile_000015,15,train,9,2,northwest,167.503072430,367.432125295,35.641968676,41.375768107,26.000000,43.081018993,195,223,247,250,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000015_site02.npz
tile_000015_site03,tile_000015,15,train,9,3,northeast,258.330770451,301.585410782,52.103647305,64.082692613,26.000000,39.545950428,13,25,139,289,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000015_site03.npz
tile_000016_site00,tile_000016,16,train,10,0,southwest,75.655878989,217.260866338,73.184783416,18.413969747,32.000000,67.154092640,80,111,152,312,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000016_site00.npz
tile_000016_site01,tile_000016,16,train,10,1,southeast,297.160715545,242.976057529,66.755985618,73.790178886,32.000000,36.928368041,60,147,157,313,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000016_site01.npz
tile_000016_site02,tile_000016,16,train,10,2,northwest,170.823455805,345.142186142,41.214453465,42.205863951,32.000000,64.483149805,7,75,128,222,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000016_site02.npz
tile_000016_site03,tile_000016,16,train,10,3,northeast,428.506139726,394.287362016,28.928159496,106.626534931,32.000000,41.722861130,11,89,224,288,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000016_site03.npz
tile_000017_site00,tile_000017,17,train,11,0,southwest,213.930998698,138.538375034,92.865406242,52.982749675,26.000000,61.817013487,44,100,102,264,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000017_site00.npz
tile_000017_site01,tile_000017,17,train,11,1,southeast,433.797218187,137.318330081,93.170417480,107.949304547,26.000000,50.529736527,149,157,179,334,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000017_site01.npz
tile_000017_site02,tile_000017,17,train,11,2,northwest,76.326244694,344.237049531,41.440737617,18.581561173,26.000000,50.500368006,57,164,254,327,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000017_site02.npz
tile_000017_site03,tile_000017,17,train,11,3,northeast,381.958345893,371.440355284,34.639911179,94.989586473,26.000000,50.385994823,27,127,205,279,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000017_site03.npz
tile_000018_site00,tile_000018,18,train,12,0,southwest,209.940813365,88.527255565,105.368186109,51.985203341,26.000000,36.492956525,13,139,149,220,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000018_site00.npz
tile_000018_site01,tile_000018,18,train,12,1,southeast,279.331450539,73.627177362,109.093205659,69.332862635,26.000000,44.802691278,56,112,304,343,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000018_site01.npz
tile_000018_site02,tile_000018,18,train,12,2,northwest,181.919683620,262.541793694,61.864551577,44.979920905,26.000000,39.506905541,16,242,290,357,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000018_site02.npz
tile_000018_site03,tile_000018,18,train,12,3,northeast,315.862993978,359.468220580,37.632944855,78.465748495,26.000000,42.545391404,10,62,88,159,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000018_site03.npz
tile_000019_site00,tile_000019,19,train,13,0,southwest,236.075789753,250.313410861,64.921647285,58.518947438,23.000000,65.743589903,28,35,97,232,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000019_site00.npz
tile_000019_site01,tile_000019,19,train,13,1,southeast,426.358427675,120.673526620,97.331618345,106.089606919,23.000000,37.083622910,45,87,144,247,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000019_site01.npz
tile_000019_site02,tile_000019,19,train,13,2,northwest,236.772533237,430.873583840,19.781604040,58.693133309,23.000000,65.985997314,10,17,61,190,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000019_site02.npz
tile_000019_site03,tile_000019,19,train,13,3,northeast,416.243674420,398.180987124,27.954753219,103.560918605,23.000000,68.537145292,125,196,231,238,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000019_site03.npz
tile_000020_site00,tile_000020,20,train,14,0,southwest,159.430729792,126.483710092,95.879072477,39.357682448,38.000000,40.643427073,67,110,132,312,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000020_site00.npz
tile_000020_site01,tile_000020,20,train,14,1,southeast,359.347180251,110.933154880,99.766711280,89.336795063,38.000000,45.441982824,31,178,301,316,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000020_site01.npz
tile_000020_site02,tile_000020,20,train,14,2,northwest,253.975237405,261.405242257,62.148689436,62.993809351,38.000000,60.115825996,30,230,298,335,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000020_site02.npz
tile_000020_site03,tile_000020,20,train,14,3,northeast,295.726896396,434.448305031,18.887923742,73.431724099,38.000000,52.438561202,78,88,123,175,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000020_site03.npz
tile_000023_site00,tile_000023,23,train,15,0,southwest,229.451680025,69.395648836,110.151087791,56.862920006,29.000000,36.017552323,15,41,92,123,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000023_site00.npz
tile_000023_site01,tile_000023,23,train,15,1,southeast,265.827640587,238.056744770,67.985813807,65.956910147,29.000000,59.656855538,35,265,269,327,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000023_site01.npz
tile_000023_site02,tile_000023,23,train,15,2,northwest,112.980609482,335.632193443,43.591951639,27.745152370,29.000000,41.713076876,93,103,104,200,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000023_site02.npz
tile_000023_site03,tile_000023,23,train,15,3,northeast,316.776599376,317.332006190,48.166998452,78.694149844,29.000000,51.728925677,45,212,296,308,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000023_site03.npz
tile_000024_site00,tile_000024,24,train,16,0,southwest,212.055104545,134.928149281,93.767962680,52.513776136,26.000000,46.603150891,28,46,152,302,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000024_site00.npz
tile_000024_site01,tile_000024,24,train,16,1,southeast,311.863139268,70.622508658,109.844372836,77.465784817,26.000000,49.441174655,170,177,274,310,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000024_site01.npz
tile_000024_site02,tile_000024,24,train,16,2,northwest,120.359323968,265.538765471,61.115308632,29.589830992,26.000000,62.087416383,47,127,222,326,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000024_site02.npz
tile_000024_site03,tile_000024,24,train,16,3,northeast,433.119584976,370.060797515,34.984800621,107.779896244,26.000000,52.247289810,17,218,221,309,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000024_site03.npz
tile_000025_site00,tile_000025,25,train,17,0,southwest,135.818642558,210.541080602,74.864729849,33.454660639,29.000000,42.285149901,40,271,277,331,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000025_site00.npz
tile_000025_site01,tile_000025,25,train,17,1,southeast,302.191542612,145.908456029,91.022885993,75.047885653,29.000000,68.951242321,65,97,99,285,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000025_site01.npz
tile_000025_site02,tile_000025,25,train,17,2,northwest,177.135435776,445.484827657,16.128793086,43.783858944,29.000000,43.718241088,10,62,142,203,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000025_site02.npz
tile_000025_site03,tile_000025,25,train,17,3,northeast,395.014563751,365.254999156,36.186250211,98.253640938,29.000000,39.132066393,128,223,340,358,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000025_site03.npz
tile_000026_site00,tile_000026,26,train,18,0,southwest,200.360736056,97.242345702,103.189413574,49.590184014,68.000000,57.830540075,52,65,255,270,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000026_site00.npz
tile_000026_site01,tile_000026,26,train,18,1,southeast,390.851743686,129.605148483,95.098712879,97.212935922,68.000000,43.344998998,46,107,119,238,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000026_site01.npz
tile_000026_site02,tile_000026,26,train,18,2,northwest,183.920309446,427.275873268,20.681031683,45.480077361,68.000000,43.082162407,45,66,251,272,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000026_site02.npz
tile_000026_site03,tile_000026,26,train,18,3,northeast,385.019341477,272.425144336,59.393713916,95.754835369,68.000000,45.806667530,60,61,180,263,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000026_site03.npz
tile_000027_site00,tile_000027,27,train,19,0,southwest,98.133262126,118.915701826,97.771074543,24.033315532,26.000000,59.502312439,51,179,194,217,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000027_site00.npz
tile_000027_site01,tile_000027,27,train,19,1,southeast,327.937725571,107.604479938,100.598880016,81.484431393,26.000000,44.298953411,140,150,322,324,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000027_site01.npz
tile_000027_site02,tile_000027,27,train,19,2,northwest,101.446679448,358.374577521,37.906355620,24.861669862,26.000000,60.470459666,58,305,313,329,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000027_site02.npz
tile_000027_site03,tile_000027,27,train,19,3,northeast,354.774888815,349.441214064,40.139696484,88.193722204,26.000000,38.979819414,93,185,330,347,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000027_site03.npz
tile_000028_site00,tile_000028,28,train,20,0,southwest,246.993058125,76.873245416,108.281688646,61.248264531,23.000000,46.814226379,47,120,171,247,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000028_site00.npz
tile_000028_site01,tile_000028,28,train,20,1,southeast,330.077015077,121.794872008,97.051281998,82.019253769,23.000000,50.011357494,99,109,127,280,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000028_site01.npz
tile_000028_site02,tile_000028,28,train,20,2,northwest,146.132715415,362.710123599,36.822469100,36.033178854,23.000000,68.494255529,22,144,200,298,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000028_site02.npz
tile_000028_site03,tile_000028,28,train,20,3,northeast,425.352474973,292.039666610,54.490083347,105.838118743,23.000000,37.869201035,26,78,193,346,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000028_site03.npz
tile_000029_site00,tile_000029,29,train,21,0,southwest,99.213320886,175.220409543,83.694897614,24.303330222,26.000000,69.604597748,50,53,173,250,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000029_site00.npz
tile_000029_site01,tile_000029,29,train,21,1,southeast,438.792235157,97.263115014,103.184221247,109.198058789,26.000000,40.126640759,97,113,257,305,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000029_site01.npz
tile_000029_site02,tile_000029,29,train,21,2,northwest,196.482270755,367.003266987,35.749183253,48.620567689,26.000000,48.707574199,162,192,207,288,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000029_site02.npz
tile_000029_site03,tile_000029,29,train,21,3,northeast,309.934394262,354.190255008,38.952436248,76.983598566,26.000000,36.252030045,42,82,133,308,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000029_site03.npz
tile_000030_site00,tile_000030,30,train,22,0,southwest,189.594184128,227.759082531,70.560229367,46.898546032,68.000000,61.000506007,108,302,324,351,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000030_site00.npz
tile_000030_site01,tile_000030,30,train,22,1,southeast,390.822262283,244.051110897,66.487222276,97.205565571,68.000000,41.493604122,43,160,221,258,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000030_site01.npz
tile_000030_site02,tile_000030,30,train,22,2,northwest,110.757663481,370.354722808,34.911319298,27.189415870,68.000000,55.547889663,64,141,298,332,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000030_site02.npz
tile_000030_site03,tile_000030,30,train,22,3,northeast,369.113166624,305.013797233,51.246550692,91.778291656,68.000000,68.309791165,121,283,292,310,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000030_site03.npz
tile_000031_site00,tile_000031,31,train,23,0,southwest,113.636933109,124.779276979,96.305180755,27.909233277,26.000000,65.531192469,194,298,307,308,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000031_site00.npz
tile_000031_site01,tile_000031,31,train,23,1,southeast,333.931382414,123.038430595,96.740392351,82.982845603,26.000000,65.762036073,28,56,142,182,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000031_site01.npz
tile_000031_site02,tile_000031,31,train,23,2,northwest,132.794508785,330.774939456,44.806265136,32.698627196,26.000000,43.131215983,14,15,50,61,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000031_site02.npz
tile_000031_site03,tile_000031,31,train,23,3,northeast,358.394054172,330.250167062,44.937458235,89.098513543,26.000000,42.943469723,84,87,129,312,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000031_site03.npz
tile_000032_site00,tile_000032,32,train,24,0,southwest,134.744586278,108.305625135,100.423593716,33.186146570,32.000000,62.829347832,0,321,329,346,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000032_site00.npz
tile_000032_site01,tile_000032,32,train,24,1,southeast,372.182459854,98.825393345,102.793651664,92.545614964,32.000000,60.494629404,40,164,292,338,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000032_site01.npz
tile_000032_site02,tile_000032,32,train,24,2,northwest,99.817556385,281.996463178,57.000884205,24.454389096,32.000000,36.400150882,81,109,149,232,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000032_site02.npz
tile_000032_site03,tile_000032,32,train,24,3,northeast,320.944942939,307.833533042,50.541616739,79.736235735,32.000000,65.094106085,114,225,249,321,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000032_site03.npz
tile_000033_site00,tile_000033,33,train,25,0,southwest,166.572520847,131.377097203,94.655725699,41.143130212,26.000000,43.831037827,2,58,299,341,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000033_site00.npz
tile_000033_site01,tile_000033,33,train,25,1,southeast,412.471049977,225.684360466,71.078909883,102.617762494,26.000000,36.382856368,124,200,206,303,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000033_site01.npz
tile_000033_site02,tile_000033,33,train,25,2,northwest,236.055931379,352.638359283,39.340410179,58.513982845,26.000000,55.346599889,131,182,187,234,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000033_site02.npz
tile_000033_site03,tile_000033,33,train,25,3,northeast,442.740343856,416.707151397,23.323212151,110.185085964,26.000000,62.934903482,42,182,267,286,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000033_site03.npz
tile_000034_site00,tile_000034,34,train,26,0,southwest,210.208292268,209.054848124,75.236287969,52.052073067,26.000000,63.230208647,34,108,117,192,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000034_site00.npz
tile_000034_site01,tile_000034,34,train,26,1,southeast,372.930661707,116.651031142,98.337242214,92.732665427,26.000000,58.265299419,16,172,309,313,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000034_site01.npz
tile_000034_site02,tile_000034,34,train,26,2,northwest,110.823358624,277.211748716,58.197062821,27.205839656,26.000000,45.742877596,46,153,258,275,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000034_site02.npz
tile_000034_site03,tile_000034,34,train,26,3,northeast,343.928780731,327.149965091,45.712508727,85.482195183,26.000000,69.883304012,9,57,235,349,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000034_site03.npz
tile_000035_site00,tile_000035,35,train,27,0,southwest,162.187746156,200.109465307,77.472633673,40.046936539,23.000000,58.684258390,24,180,209,343,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000035_site00.npz
tile_000035_site01,tile_000035,35,train,27,1,southeast,317.191621405,137.514974210,93.121256447,78.797905351,23.000000,39.878225350,29,132,154,231,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000035_site01.npz
tile_000035_site02,tile_000035,35,train,27,2,northwest,113.001182643,349.161844740,40.209538815,27.750295661,23.000000,65.517695888,15,111,221,223,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000035_site02.npz
tile_000035_site03,tile_000035,35,train,27,3,northeast,335.830022699,363.622620262,36.594344934,83.457505675,23.000000,66.725437043,6,93,107,279,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000035_site03.npz
tile_000036_site00,tile_000036,36,train,28,0,southwest,96.032474819,131.714325681,94.571418580,23.508118705,23.000000,39.244234454,30,151,191,193,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000036_site00.npz
tile_000036_site01,tile_000036,36,train,28,1,southeast,381.947094192,216.610945861,73.347263535,94.986773548,23.000000,67.820635221,103,235,259,352,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000036_site01.npz
tile_000036_site02,tile_000036,36,train,28,2,northwest,215.738434630,447.348904320,15.662773920,53.434608657,23.000000,55.884333311,11,30,102,167,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000036_site02.npz
tile_000036_site03,tile_000036,36,train,28,3,northeast,447.175366284,340.639094162,42.340226459,111.293841571,23.000000,66.986035288,26,63,93,290,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000036_site03.npz
tile_000037_site00,tile_000037,37,train,29,0,southwest,201.122724588,229.316161439,70.170959640,49.780681147,23.000000,68.886262642,83,233,248,284,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000037_site00.npz
tile_000037_site01,tile_000037,37,train,29,1,southeast,263.601671563,153.552968414,89.111757897,65.400417891,23.000000,58.833949851,181,212,305,350,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000037_site01.npz
tile_000037_site02,tile_000037,37,train,29,2,northwest,166.833879842,319.302145885,47.674463529,41.208469960,23.000000,38.011674937,35,157,178,234,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000037_site02.npz
tile_000037_site03,tile_000037,37,train,29,3,northeast,346.701956561,296.095909572,53.476022607,86.175489140,23.000000,52.609716090,45,224,242,356,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000037_site03.npz
tile_000038_site00,tile_000038,38,train,30,0,southwest,113.058851569,163.546727556,86.613318111,27.764712892,32.000000,39.841395713,69,112,317,357,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000038_site00.npz
tile_000038_site01,tile_000038,38,train,30,1,southeast,257.159580887,127.502099040,95.624475240,63.789895222,32.000000,57.023713522,45,96,203,228,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000038_site01.npz
tile_000038_site02,tile_000038,38,train,30,2,northwest,188.904595212,425.578743249,21.105314188,46.726148803,32.000000,42.868088623,10,248,278,321,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000038_site02.npz
tile_000038_site03,tile_000038,38,train,30,3,northeast,324.660143782,310.706333143,49.823416714,80.665035945,32.000000,68.984944613,19,126,190,295,D:\桌面\dac\bs_inversion_pilot_v1\samples\train\tile_000038_site03.npz
